Frame,middle,rear,left_front,left_hind,head,right_hind,right_front
83.75,"(12.00, 350.75)","(5.75, 300.00)","(-38.00, 406.00)","(-32.50, 257.50)","(18.00, 399.00)","(46.50, 295.00)","(48.00, 346.75)"
84.0,"(12.00, 352.00)","(5.00, 302.00)","(-38.00, 406.00)","(-34.00, 260.00)","(18.00, 400.00)","(44.00, 296.00)","(49.33, 351.67)"
84.25,"(12.25, 353.50)","(6.25, 303.00)","(-38.00, 406.50)","(-35.00, 263.00)","(17.00, 402.50)","(44.25, 296.00)","(51.00, 358.25)"
84.5,"(12.50, 355.00)","(7.50, 304.00)","(-38.00, 407.00)","(-36.00, 266.00)","(16.00, 405.00)","(44.50, 296.00)","(52.66, 364.84)"
84.75,"(12.75, 356.50)","(8.75, 305.00)","(-38.00, 407.50)","(-37.00, 269.00)","(15.00, 407.50)","(44.75, 296.00)","(54.33, 371.42)"
85.0,"(13.00, 358.00)","(10.00, 306.00)","(-38.00, 408.00)","(-38.00, 272.00)","(14.00, 410.00)","(45.00, 296.00)","(56.00, 378.00)"
85.25,"(14.00, 360.00)","(11.00, 308.00)","(-37.00, 408.00)","(-38.83, 274.25)","(13.50, 411.50)","(47.00, 293.75)","(57.00, 381.00)"
85.5,"(15.00, 362.00)","(12.00, 310.00)","(-36.00, 408.00)","(-39.66, 276.50)","(13.00, 413.00)","(49.00, 291.50)","(58.00, 384.00)"
85.75,"(16.00, 364.00)","(13.00, 312.00)","(-35.00, 408.00)","(-40.50, 278.75)","(12.50, 414.50)","(51.00, 289.25)","(59.00, 387.00)"
86.0,"(17.00, 366.00)","(14.00, 314.00)","(-34.00, 408.00)","(-41.33, 281.00)","(12.00, 416.00)","(53.00, 287.00)","(60.00, 390.00)"
