Frame,middle,rear,left_front,left_hind,head,right_hind,right_front
424.25,"(18.25, 2011.00)","(18.00, 1955.50)","(-35.50, 2014.00)","(-53.00, 1975.75)","(7.50, 2056.00)","(50.00, 1901.00)","(50.50, 2078.50)"
424.5,"(17.50, 2012.00)","(16.00, 1957.00)","(-35.00, 2016.00)","(-54.00, 1980.50)","(7.00, 2058.00)","(50.00, 1902.00)","(51.00, 2081.00)"
424.75,"(16.75, 2013.00)","(14.00, 1958.50)","(-34.50, 2018.00)","(-55.00, 1985.25)","(6.50, 2060.00)","(50.00, 1903.00)","(51.50, 2083.50)"
425.0,"(16.00, 2014.00)","(12.00, 1960.00)","(-34.00, 2020.00)","(-56.00, 1990.00)","(6.00, 2062.00)","(50.00, 1904.00)","(52.00, 2086.00)"
425.25,"(16.00, 2015.50)","(12.00, 1961.50)","(-34.00, 2020.50)","(-55.75, 1991.00)","(5.50, 2063.00)","(49.50, 1905.25)","(54.50, 2087.00)"
425.5,"(16.00, 2017.00)","(12.00, 1963.00)","(-34.00, 2021.00)","(-55.50, 1992.00)","(5.00, 2064.00)","(49.00, 1906.50)","(57.00, 2088.00)"
425.75,"(16.00, 2018.50)","(12.00, 1964.50)","(-34.00, 2021.50)","(-55.25, 1993.00)","(4.50, 2065.00)","(48.50, 1907.75)","(59.50, 2089.00)"
426.0,"(16.00, 2020.00)","(12.00, 1966.00)","(-34.00, 2022.00)","(-55.00, 1994.00)","(4.00, 2066.00)","(48.00, 1909.00)","(62.00, 2090.00)"
426.25,"(16.50, 2021.50)","(13.00, 1967.75)","(-34.00, 2023.00)","(-52.50, 1995.50)","(5.25, 2068.50)","(48.75, 1910.25)","(62.00, 2090.50)"
426.5,"(17.00, 2023.00)","(14.00, 1969.50)","(-34.00, 2024.00)","(-50.00, 1997.00)","(6.50, 2071.00)","(49.50, 1911.50)","(62.00, 2091.00)"
426.75,"(17.50, 2024.50)","(15.00, 1971.25)","(-34.00, 2025.00)","(-47.50, 1998.50)","(7.75, 2073.50)","(50.25, 1912.75)","(62.00, 2091.50)"
427.0,"(18.00, 2026.00)","(16.00, 1973.00)","(-34.00, 2026.00)","(-45.00, 2000.00)","(9.00, 2076.00)","(51.00, 1914.00)","(62.00, 2092.00)"
427.25,"(17.00, 2028.50)","(15.50, 1973.75)","(-33.00, 2027.00)","(-44.25, 2000.00)","(7.25, 2077.50)","(50.21, 1916.96)","(62.00, 2092.00)"
427.5,"(16.00, 2031.00)","(15.00, 1974.50)","(-32.00, 2028.00)","(-43.50, 2000.00)","(5.50, 2079.00)","(49.41, 1919.91)","(62.00, 2092.00)"
427.75,"(15.00, 2033.50)","(14.50, 1975.25)","(-31.00, 2029.00)","(-42.75, 2000.00)","(3.75, 2080.50)","(48.62, 1922.87)","(62.00, 2092.00)"
428.0,"(14.00, 2036.00)","(14.00, 1976.00)","(-30.00, 2030.00)","(-42.00, 2000.00)","(2.00, 2082.00)","(47.83, 1925.83)","(62.00, 2092.00)"
428.25,"(14.00, 2037.00)","(14.75, 1977.75)","(-30.00, 2030.50)","(-42.50, 1999.50)","(2.00, 2083.50)","(47.37, 1928.37)","(62.00, 2092.00)"
428.5,"(14.00, 2038.00)","(15.50, 1979.50)","(-30.00, 2031.00)","(-43.00, 1999.00)","(2.00, 2085.00)","(46.91, 1930.91)","(62.00, 2092.00)"
428.75,"(14.00, 2039.00)","(16.25, 1981.25)","(-30.00, 2031.50)","(-43.50, 1998.50)","(2.00, 2086.50)","(46.46, 1933.46)","(62.00, 2092.00)"
429.0,"(14.00, 2040.00)","(17.00, 1983.00)","(-30.00, 2032.00)","(-44.00, 1998.00)","(2.00, 2088.00)","(46.00, 1936.00)","(62.00, 2092.00)"
429.25,"(14.00, 2040.00)","(17.00, 1983.00)","(-30.00, 2032.00)","(-44.00, 1998.00)","(2.00, 2088.00)","(46.00, 1936.00)","(62.00, 2092.00)"
429.5,"(14.00, 2040.00)","(17.00, 1983.00)","(-30.00, 2032.00)","(-44.00, 1998.00)","(2.00, 2088.00)","(46.00, 1936.00)","(62.00, 2092.00)"
429.75,"(14.00, 2040.00)","(17.00, 1983.00)","(-30.00, 2032.00)","(-44.00, 1998.00)","(2.00, 2088.00)","(46.00, 1936.00)","(62.00, 2092.00)"
430.0,"(14.00, 2040.00)","(17.00, 1983.00)","(-30.00, 2032.00)","(-44.00, 1998.00)","(2.00, 2088.00)","(46.00, 1936.00)","(62.00, 2092.00)"
430.25,"(14.00, 2041.00)","(16.75, 1983.92)","(-29.50, 2033.25)","(-43.50, 1998.00)","(2.50, 2089.00)","(45.75, 1939.50)","(60.75, 2092.00)"
430.5,"(14.00, 2042.00)","(16.50, 1984.84)","(-29.00, 2034.50)","(-43.00, 1998.00)","(3.00, 2090.00)","(45.50, 1943.00)","(59.50, 2092.00)"
430.75,"(14.00, 2043.00)","(16.25, 1985.75)","(-28.50, 2035.75)","(-42.50, 1998.00)","(3.50, 2091.00)","(45.25, 1946.50)","(58.25, 2092.00)"
431.0,"(14.00, 2044.00)","(16.00, 1986.67)","(-28.00, 2037.00)","(-42.00, 1998.00)","(4.00, 2092.00)","(45.00, 1950.00)","(57.00, 2092.00)"
431.25,"(14.00, 2044.00)","(15.75, 1987.59)","(-28.00, 2037.00)","(-42.00, 1998.00)","(4.00, 2092.00)","(45.00, 1950.00)","(57.00, 2092.00)"
431.5,"(14.00, 2044.00)","(15.50, 1988.50)","(-28.00, 2037.00)","(-42.00, 1998.00)","(4.00, 2092.00)","(45.00, 1950.00)","(57.00, 2092.00)"
431.75,"(14.00, 2044.00)","(15.25, 1989.41)","(-28.00, 2037.00)","(-42.00, 1998.00)","(4.00, 2092.00)","(45.00, 1950.00)","(57.00, 2092.00)"
432.0,"(14.00, 2044.00)","(15.00, 1990.33)","(-28.00, 2037.00)","(-42.00, 1998.00)","(4.00, 2092.00)","(45.00, 1950.00)","(57.00, 2092.00)"
432.25,"(13.25, 2046.50)","(14.75, 1991.25)","(-30.00, 2039.75)","(-41.50, 1998.00)","(4.00, 2093.50)","(45.25, 1951.50)","(56.25, 2093.00)"
432.5,"(12.50, 2049.00)","(14.50, 1992.16)","(-32.00, 2042.50)","(-41.00, 1998.00)","(4.00, 2095.00)","(45.50, 1953.00)","(55.50, 2094.00)"
432.75,"(11.75, 2051.50)","(14.25, 1993.08)","(-34.00, 2045.25)","(-40.50, 1998.00)","(4.00, 2096.50)","(45.75, 1954.50)","(54.75, 2095.00)"
433.0,"(11.00, 2054.00)","(14.00, 1994.00)","(-36.00, 2048.00)","(-40.00, 1998.00)","(4.00, 2098.00)","(46.00, 1956.00)","(54.00, 2096.00)"
433.25,"(11.00, 2055.00)","(15.00, 1996.00)","(-37.50, 2052.00)","(-40.00, 1998.00)","(2.50, 2099.25)","(46.67, 1960.29)","(54.00, 2096.00)"
433.5,"(11.00, 2056.00)","(16.00, 1998.00)","(-39.00, 2056.00)","(-40.00, 1998.00)","(1.00, 2100.50)","(47.34, 1964.59)","(54.00, 2096.00)"
433.75,"(11.00, 2057.00)","(17.00, 2000.00)","(-40.50, 2060.00)","(-40.00, 1998.00)","(-0.50, 2101.75)","(48.00, 1968.88)","(54.00, 2096.00)"
434.0,"(11.00, 2058.00)","(18.00, 2002.00)","(-42.00, 2064.00)","(-40.00, 1998.00)","(-2.00, 2103.00)","(48.67, 1973.17)","(54.00, 2096.00)"
434.25,"(11.25, 2059.50)","(18.17, 2003.17)","(-43.75, 2066.50)","(-40.00, 1998.00)","(-1.25, 2104.25)","(50.50, 1981.38)","(52.50, 2095.50)"
434.5,"(11.50, 2061.00)","(18.34, 2004.34)","(-45.50, 2069.00)","(-40.00, 1998.00)","(-0.50, 2105.50)","(52.34, 1989.59)","(51.00, 2095.00)"
434.75,"(11.75, 2062.50)","(18.50, 2005.50)","(-47.25, 2071.50)","(-40.00, 1998.00)","(0.25, 2106.75)","(54.17, 1997.79)","(49.50, 2094.50)"
435.0,"(12.00, 2064.00)","(18.67, 2006.67)","(-49.00, 2074.00)","(-40.00, 1998.00)","(1.00, 2108.00)","(56.00, 2006.00)","(48.00, 2094.00)"
435.25,"(12.00, 2064.00)","(18.84, 2007.84)","(-48.25, 2074.25)","(-40.00, 1998.00)","(1.00, 2108.00)","(54.98, 2002.01)","(48.00, 2094.00)"
435.5,"(12.00, 2064.00)","(19.00, 2009.00)","(-47.50, 2074.50)","(-40.00, 1998.00)","(1.00, 2108.00)","(53.97, 1998.01)","(48.00, 2094.00)"
435.75,"(12.00, 2064.00)","(19.16, 2010.16)","(-46.75, 2074.75)","(-40.00, 1998.00)","(1.00, 2108.00)","(52.95, 1994.02)","(48.00, 2094.00)"
436.0,"(12.00, 2064.00)","(19.33, 2011.33)","(-46.00, 2075.00)","(-40.00, 1998.00)","(1.00, 2108.00)","(51.94, 1990.03)","(48.00, 2094.00)"
436.25,"(11.25, 2065.50)","(19.50, 2012.50)","(-46.75, 2077.25)","(-39.00, 1998.00)","(0.75, 2109.50)","(51.95, 1991.02)","(47.50, 2094.00)"
436.5,"(10.50, 2067.00)","(19.66, 2013.66)","(-47.50, 2079.50)","(-38.00, 1998.00)","(0.50, 2111.00)","(51.97, 1992.01)","(47.00, 2094.00)"
436.75,"(9.75, 2068.50)","(19.83, 2014.83)","(-48.25, 2081.75)","(-37.00, 1998.00)","(0.25, 2112.50)","(51.98, 1993.01)","(46.50, 2094.00)"
437.0,"(9.00, 2070.00)","(20.00, 2016.00)","(-49.00, 2084.00)","(-36.00, 1998.00)","(0.00, 2114.00)","(52.00, 1994.00)","(46.00, 2094.00)"
437.25,"(8.25, 2071.00)","(21.00, 2018.50)","(-49.38, 2088.38)","(-35.75, 1998.00)","(0.50, 2115.50)","(53.00, 1998.34)","(45.50, 2093.00)"
437.5,"(7.50, 2072.00)","(22.00, 2021.00)","(-49.75, 2092.75)","(-35.50, 1998.00)","(1.00, 2117.00)","(54.00, 2002.67)","(45.00, 2092.00)"
437.75,"(6.75, 2073.00)","(23.00, 2023.50)","(-50.12, 2097.12)","(-35.25, 1998.00)","(1.50, 2118.50)","(54.99, 2007.00)","(44.50, 2091.00)"
438.0,"(6.00, 2074.00)","(24.00, 2026.00)","(-50.50, 2101.50)","(-35.00, 1998.00)","(2.00, 2120.00)","(55.99, 2011.34)","(44.00, 2090.00)"
438.25,"(4.00, 2076.00)","(22.25, 2027.50)","(-51.38, 2107.12)","(-35.25, 1998.00)","(2.00, 2121.50)","(56.99, 2012.00)","(43.50, 2089.50)"
438.5,"(2.00, 2078.00)","(20.50, 2029.00)","(-52.25, 2112.75)","(-35.50, 1998.00)","(2.00, 2123.00)","(58.00, 2012.67)","(43.00, 2089.00)"
438.75,"(0.00, 2080.00)","(18.75, 2030.50)","(-53.12, 2118.38)","(-35.75, 1998.00)","(2.00, 2124.50)","(59.00, 2013.34)","(42.50, 2088.50)"
439.0,"(-2.00, 2082.00)","(17.00, 2032.00)","(-54.00, 2124.00)","(-36.00, 1998.00)","(2.00, 2126.00)","(60.00, 2014.00)","(42.00, 2088.00)"
439.25,"(-2.00, 2084.00)","(17.75, 2035.00)","(-53.14, 2125.39)","(-36.00, 1998.00)","(3.00, 2128.00)","(60.50, 2018.50)","(41.00, 2088.00)"
439.5,"(-2.00, 2086.00)","(18.50, 2038.00)","(-52.29, 2126.79)","(-36.00, 1998.00)","(4.00, 2130.00)","(61.00, 2023.00)","(40.00, 2088.00)"
439.75,"(-2.00, 2088.00)","(19.25, 2041.00)","(-51.44, 2128.18)","(-36.00, 1998.00)","(5.00, 2132.00)","(61.50, 2027.50)","(39.00, 2088.00)"
440.0,"(-2.00, 2090.00)","(20.00, 2044.00)","(-50.58, 2129.58)","(-36.00, 1998.00)","(6.00, 2134.00)","(62.00, 2032.00)","(38.00, 2088.00)"
440.25,"(-2.50, 2091.50)","(19.00, 2045.50)","(-50.19, 2137.68)","(-36.50, 1998.50)","(6.00, 2135.00)","(64.00, 2035.00)","(36.75, 2087.50)"
440.5,"(-3.00, 2093.00)","(18.00, 2047.00)","(-49.79, 2145.79)","(-37.00, 1999.00)","(6.00, 2136.00)","(66.00, 2038.00)","(35.50, 2087.00)"
440.75,"(-3.50, 2094.50)","(17.00, 2048.50)","(-49.39, 2153.89)","(-37.50, 1999.50)","(6.00, 2137.00)","(68.00, 2041.00)","(34.25, 2086.50)"
441.0,"(-4.00, 2096.00)","(16.00, 2050.00)","(-49.00, 2162.00)","(-38.00, 2000.00)","(6.00, 2138.00)","(70.00, 2044.00)","(33.00, 2086.00)"
441.25,"(-4.00, 2096.00)","(16.00, 2050.00)","(-49.00, 2162.00)","(-38.00, 2000.00)","(6.00, 2138.00)","(70.00, 2044.00)","(33.00, 2086.00)"
441.5,"(-4.00, 2096.00)","(16.00, 2050.00)","(-49.00, 2162.00)","(-38.00, 2000.00)","(6.00, 2138.00)","(70.00, 2044.00)","(33.00, 2086.00)"
441.75,"(-4.00, 2096.00)","(16.00, 2050.00)","(-49.00, 2162.00)","(-38.00, 2000.00)","(6.00, 2138.00)","(70.00, 2044.00)","(33.00, 2086.00)"
442.0,"(-4.00, 2096.00)","(16.00, 2050.00)","(-49.00, 2162.00)","(-38.00, 2000.00)","(6.00, 2138.00)","(70.00, 2044.00)","(33.00, 2086.00)"
442.25,"(-3.00, 2097.25)","(15.50, 2049.50)","(-48.25, 2165.00)","(-38.00, 2000.50)","(7.25, 2139.50)","(71.50, 2047.50)","(31.25, 2086.00)"
442.5,"(-2.00, 2098.50)","(15.00, 2049.00)","(-47.50, 2168.00)","(-38.00, 2001.00)","(8.50, 2141.00)","(73.00, 2051.00)","(29.50, 2086.00)"
442.75,"(-1.00, 2099.75)","(14.50, 2048.50)","(-46.75, 2171.00)","(-38.00, 2001.50)","(9.75, 2142.50)","(74.50, 2054.50)","(27.75, 2086.00)"
443.0,"(0.00, 2101.00)","(14.00, 2048.00)","(-46.00, 2174.00)","(-38.00, 2002.00)","(11.00, 2144.00)","(76.00, 2058.00)","(26.00, 2086.00)"
443.25,"(-1.50, 2102.25)","(13.25, 2050.00)","(-44.50, 2176.25)","(-37.00, 2002.50)","(11.00, 2145.25)","(73.25, 2059.38)","(26.00, 2088.00)"
443.5,"(-3.00, 2103.50)","(12.50, 2052.00)","(-43.00, 2178.50)","(-36.00, 2003.00)","(11.00, 2146.50)","(70.50, 2060.75)","(26.00, 2090.00)"
443.75,"(-4.50, 2104.75)","(11.75, 2054.00)","(-41.50, 2180.75)","(-35.00, 2003.50)","(11.00, 2147.75)","(67.75, 2062.12)","(26.00, 2092.00)"
444.0,"(-6.00, 2106.00)","(11.00, 2056.00)","(-40.00, 2183.00)","(-34.00, 2004.00)","(11.00, 2149.00)","(65.00, 2063.50)","(26.00, 2094.00)"
444.25,"(-5.50, 2106.50)","(7.75, 2054.00)","(-39.50, 2185.25)","(-35.00, 2003.50)","(10.00, 2149.75)","(64.75, 2067.12)","(28.92, 2094.08)"
444.5,"(-5.00, 2107.00)","(4.50, 2052.00)","(-39.00, 2187.50)","(-36.00, 2003.00)","(9.00, 2150.50)","(64.50, 2070.75)","(31.84, 2094.16)"
444.75,"(-4.50, 2107.50)","(1.25, 2050.00)","(-38.50, 2189.75)","(-37.00, 2002.50)","(8.00, 2151.25)","(64.25, 2074.38)","(34.75, 2094.25)"
445.0,"(-4.00, 2108.00)","(-2.00, 2048.00)","(-38.00, 2192.00)","(-38.00, 2002.00)","(7.00, 2152.00)","(64.00, 2078.00)","(37.67, 2094.33)"
445.25,"(-3.00, 2109.25)","(-1.00, 2048.50)","(-37.00, 2193.75)","(-37.50, 2004.50)","(8.25, 2153.75)","(63.00, 2078.75)","(40.25, 2095.75)"
445.5,"(-2.00, 2110.50)","(0.00, 2049.00)","(-36.00, 2195.50)","(-37.00, 2007.00)","(9.50, 2155.50)","(62.00, 2079.50)","(42.84, 2097.16)"
445.75,"(-1.00, 2111.75)","(1.00, 2049.50)","(-35.00, 2197.25)","(-36.50, 2009.50)","(10.75, 2157.25)","(61.00, 2080.25)","(45.42, 2098.58)"
446.0,"(0.00, 2113.00)","(2.00, 2050.00)","(-34.00, 2199.00)","(-36.00, 2012.00)","(12.00, 2159.00)","(60.00, 2081.00)","(48.00, 2100.00)"
446.25,"(0.00, 2114.25)","(3.00, 2053.00)","(-34.00, 2199.25)","(-35.75, 2014.00)","(12.00, 2160.25)","(59.75, 2081.25)","(47.25, 2100.00)"
446.5,"(0.00, 2115.50)","(4.00, 2056.00)","(-34.00, 2199.50)","(-35.50, 2016.00)","(12.00, 2161.50)","(59.50, 2081.50)","(46.50, 2100.00)"
446.75,"(0.00, 2116.75)","(5.00, 2059.00)","(-34.00, 2199.75)","(-35.25, 2018.00)","(12.00, 2162.75)","(59.25, 2081.75)","(45.75, 2100.00)"
447.0,"(0.00, 2118.00)","(6.00, 2062.00)","(-34.00, 2200.00)","(-35.00, 2020.00)","(12.00, 2164.00)","(59.00, 2082.00)","(45.00, 2100.00)"
447.25,"(0.00, 2120.50)","(5.00, 2063.50)","(-35.00, 2200.00)","(-34.25, 2021.00)","(13.75, 2166.50)","(59.25, 2082.00)","(44.25, 2102.50)"
447.5,"(0.00, 2123.00)","(4.00, 2065.00)","(-36.00, 2200.00)","(-33.50, 2022.00)","(15.50, 2169.00)","(59.50, 2082.00)","(43.50, 2105.00)"
447.75,"(0.00, 2125.50)","(3.00, 2066.50)","(-37.00, 2200.00)","(-32.75, 2023.00)","(17.25, 2171.50)","(59.75, 2082.00)","(42.75, 2107.50)"
448.0,"(0.00, 2128.00)","(2.00, 2068.00)","(-38.00, 2200.00)","(-32.00, 2024.00)","(19.00, 2174.00)","(60.00, 2082.00)","(42.00, 2110.00)"
448.25,"(0.75, 2129.00)","(2.25, 2070.75)","(-36.75, 2200.50)","(-31.00, 2025.75)","(17.75, 2175.00)","(58.29, 2082.33)","(42.00, 2111.50)"
448.5,"(1.50, 2130.00)","(2.50, 2073.50)","(-35.50, 2201.00)","(-30.00, 2027.50)","(16.50, 2176.00)","(56.59, 2082.66)","(42.00, 2113.00)"
448.75,"(2.25, 2131.00)","(2.75, 2076.25)","(-34.25, 2201.50)","(-29.00, 2029.25)","(15.25, 2177.00)","(54.88, 2083.00)","(42.00, 2114.50)"
449.0,"(3.00, 2132.00)","(3.00, 2079.00)","(-33.00, 2202.00)","(-28.00, 2031.00)","(14.00, 2178.00)","(53.17, 2083.33)","(42.00, 2116.00)"
449.25,"(3.00, 2132.00)","(3.00, 2079.00)","(-33.25, 2202.00)","(-28.00, 2031.00)","(14.00, 2178.00)","(53.76, 2083.30)","(42.00, 2116.00)"
449.5,"(3.00, 2132.00)","(3.00, 2079.00)","(-33.50, 2202.00)","(-28.00, 2031.00)","(14.00, 2178.00)","(54.35, 2083.27)","(42.00, 2116.00)"
449.75,"(3.00, 2132.00)","(3.00, 2079.00)","(-33.75, 2202.00)","(-28.00, 2031.00)","(14.00, 2178.00)","(54.94, 2083.25)","(42.00, 2116.00)"
450.0,"(3.00, 2132.00)","(3.00, 2079.00)","(-34.00, 2202.00)","(-28.00, 2031.00)","(14.00, 2178.00)","(55.53, 2083.22)","(42.00, 2116.00)"
450.25,"(4.50, 2133.00)","(2.75, 2077.25)","(-35.00, 2201.50)","(-29.00, 2032.25)","(14.50, 2179.00)","(54.65, 2084.41)","(42.50, 2117.00)"
450.5,"(6.00, 2134.00)","(2.50, 2075.50)","(-36.00, 2201.00)","(-30.00, 2033.50)","(15.00, 2180.00)","(53.77, 2085.61)","(43.00, 2118.00)"
450.75,"(7.50, 2135.00)","(2.25, 2073.75)","(-37.00, 2200.50)","(-31.00, 2034.75)","(15.50, 2181.00)","(52.88, 2086.80)","(43.50, 2119.00)"
451.0,"(9.00, 2136.00)","(2.00, 2072.00)","(-38.00, 2200.00)","(-32.00, 2036.00)","(16.00, 2182.00)","(52.00, 2088.00)","(44.00, 2120.00)"
451.25,"(9.75, 2137.25)","(3.50, 2076.00)","(-38.00, 2200.00)","(-31.00, 2038.00)","(16.50, 2184.00)","(52.50, 2087.50)","(44.00, 2121.50)"
451.5,"(10.50, 2138.50)","(5.00, 2080.00)","(-38.00, 2200.00)","(-30.00, 2040.00)","(17.00, 2186.00)","(53.00, 2087.00)","(44.00, 2123.00)"
451.75,"(11.25, 2139.75)","(6.50, 2084.00)","(-38.00, 2200.00)","(-29.00, 2042.00)","(17.50, 2188.00)","(53.50, 2086.50)","(44.00, 2124.50)"
452.0,"(12.00, 2141.00)","(8.00, 2088.00)","(-38.00, 2200.00)","(-28.00, 2044.00)","(18.00, 2190.00)","(54.00, 2086.00)","(44.00, 2126.00)"
452.25,"(12.00, 2142.25)","(7.25, 2090.00)","(-38.00, 2200.00)","(-29.50, 2046.50)","(18.00, 2191.00)","(51.50, 2087.00)","(45.33, 2130.92)"
452.5,"(12.00, 2143.50)","(6.50, 2092.00)","(-38.00, 2200.00)","(-31.00, 2049.00)","(18.00, 2192.00)","(49.00, 2088.00)","(46.66, 2135.84)"
452.75,"(12.00, 2144.75)","(5.75, 2094.00)","(-38.00, 2200.00)","(-32.50, 2051.50)","(18.00, 2193.00)","(46.50, 2089.00)","(48.00, 2140.75)"
453.0,"(12.00, 2146.00)","(5.00, 2096.00)","(-38.00, 2200.00)","(-34.00, 2054.00)","(18.00, 2194.00)","(44.00, 2090.00)","(49.33, 2145.67)"
453.25,"(12.25, 2147.50)","(6.25, 2097.00)","(-38.00, 2200.50)","(-35.00, 2057.00)","(17.00, 2196.50)","(44.25, 2090.00)","(51.00, 2152.25)"
453.5,"(12.50, 2149.00)","(7.50, 2098.00)","(-38.00, 2201.00)","(-36.00, 2060.00)","(16.00, 2199.00)","(44.50, 2090.00)","(52.66, 2158.84)"
453.75,"(12.75, 2150.50)","(8.75, 2099.00)","(-38.00, 2201.50)","(-37.00, 2063.00)","(15.00, 2201.50)","(44.75, 2090.00)","(54.33, 2165.42)"
454.0,"(13.00, 2152.00)","(10.00, 2100.00)","(-38.00, 2202.00)","(-38.00, 2066.00)","(14.00, 2204.00)","(45.00, 2090.00)","(56.00, 2172.00)"
454.25,"(14.00, 2154.00)","(11.00, 2102.00)","(-37.00, 2202.00)","(-38.83, 2068.25)","(13.50, 2205.50)","(47.00, 2087.75)","(57.00, 2175.00)"
454.5,"(15.00, 2156.00)","(12.00, 2104.00)","(-36.00, 2202.00)","(-39.66, 2070.50)","(13.00, 2207.00)","(49.00, 2085.50)","(58.00, 2178.00)"
454.75,"(16.00, 2158.00)","(13.00, 2106.00)","(-35.00, 2202.00)","(-40.50, 2072.75)","(12.50, 2208.50)","(51.00, 2083.25)","(59.00, 2181.00)"
455.0,"(17.00, 2160.00)","(14.00, 2108.00)","(-34.00, 2202.00)","(-41.33, 2075.00)","(12.00, 2210.00)","(53.00, 2081.00)","(60.00, 2184.00)"
455.25,"(17.00, 2160.00)","(14.00, 2108.00)","(-34.00, 2202.00)","(-42.50, 2078.75)","(12.00, 2210.00)","(53.00, 2081.00)","(60.00, 2184.00)"
455.5,"(17.00, 2160.00)","(14.00, 2108.00)","(-34.00, 2202.00)","(-43.66, 2082.50)","(12.00, 2210.00)","(53.00, 2081.00)","(60.00, 2184.00)"
455.75,"(17.00, 2160.00)","(14.00, 2108.00)","(-34.00, 2202.00)","(-44.83, 2086.25)","(12.00, 2210.00)","(53.00, 2081.00)","(60.00, 2184.00)"
456.0,"(17.00, 2160.00)","(14.00, 2108.00)","(-34.00, 2202.00)","(-46.00, 2090.00)","(12.00, 2210.00)","(53.00, 2081.00)","(60.00, 2184.00)"
456.25,"(17.50, 2163.00)","(13.50, 2110.25)","(-34.00, 2202.00)","(-48.50, 2094.00)","(12.75, 2211.50)","(52.50, 2081.75)","(61.50, 2188.50)"
456.5,"(18.00, 2166.00)","(13.00, 2112.50)","(-34.00, 2202.00)","(-51.00, 2098.00)","(13.50, 2213.00)","(52.00, 2082.50)","(63.00, 2193.00)"
456.75,"(18.50, 2169.00)","(12.50, 2114.75)","(-34.00, 2202.00)","(-53.50, 2102.00)","(14.25, 2214.50)","(51.50, 2083.25)","(64.50, 2197.50)"
457.0,"(19.00, 2172.00)","(12.00, 2117.00)","(-34.00, 2202.00)","(-56.00, 2106.00)","(15.00, 2216.00)","(51.00, 2084.00)","(66.00, 2202.00)"
457.25,"(19.25, 2173.50)","(11.25, 2117.25)","(-35.00, 2201.50)","(-55.50, 2109.50)","(14.75, 2217.50)","(50.58, 2084.62)","(66.00, 2206.50)"
457.5,"(19.50, 2175.00)","(10.50, 2117.50)","(-36.00, 2201.00)","(-55.00, 2113.00)","(14.50, 2219.00)","(50.16, 2085.25)","(66.00, 2211.00)"
457.75,"(19.75, 2176.50)","(9.75, 2117.75)","(-37.00, 2200.50)","(-54.50, 2116.50)","(14.25, 2220.50)","(49.75, 2085.88)","(66.00, 2215.50)"
458.0,"(20.00, 2178.00)","(9.00, 2118.00)","(-38.00, 2200.00)","(-54.00, 2120.00)","(14.00, 2222.00)","(49.33, 2086.50)","(66.00, 2220.00)"
458.25,"(20.00, 2179.75)","(9.25, 2120.00)","(-37.50, 2200.00)","(-53.75, 2124.00)","(13.50, 2224.00)","(49.00, 2085.88)","(67.00, 2224.00)"
458.5,"(20.00, 2181.50)","(9.50, 2122.00)","(-37.00, 2200.00)","(-53.50, 2128.00)","(13.00, 2226.00)","(48.66, 2085.25)","(68.00, 2228.00)"
458.75,"(20.00, 2183.25)","(9.75, 2124.00)","(-36.50, 2200.00)","(-53.25, 2132.00)","(12.50, 2228.00)","(48.33, 2084.62)","(69.00, 2232.00)"
459.0,"(20.00, 2185.00)","(10.00, 2126.00)","(-36.00, 2200.00)","(-53.00, 2136.00)","(12.00, 2230.00)","(48.00, 2084.00)","(70.00, 2236.00)"
459.25,"(19.75, 2186.75)","(12.00, 2129.25)","(-36.00, 2200.00)","(-52.75, 2139.00)","(12.00, 2231.50)","(48.25, 2084.50)","(67.58, 2237.25)"
459.5,"(19.50, 2188.50)","(14.00, 2132.50)","(-36.00, 2200.00)","(-52.50, 2142.00)","(12.00, 2233.00)","(48.50, 2085.00)","(65.16, 2238.50)"
459.75,"(19.25, 2190.25)","(16.00, 2135.75)","(-36.00, 2200.00)","(-52.25, 2145.00)","(12.00, 2234.50)","(48.75, 2085.50)","(62.75, 2239.75)"
460.0,"(19.00, 2192.00)","(18.00, 2139.00)","(-36.00, 2200.00)","(-52.00, 2148.00)","(12.00, 2236.00)","(49.00, 2086.00)","(60.33, 2241.00)"
460.25,"(19.75, 2193.50)","(18.00, 2140.25)","(-36.25, 2200.50)","(-53.00, 2151.00)","(11.50, 2238.00)","(48.75, 2086.00)","(57.50, 2247.25)"
460.5,"(20.50, 2195.00)","(18.00, 2141.50)","(-36.50, 2201.00)","(-54.00, 2154.00)","(11.00, 2240.00)","(48.50, 2086.00)","(54.66, 2253.50)"
460.75,"(21.25, 2196.50)","(18.00, 2142.75)","(-36.75, 2201.50)","(-55.00, 2157.00)","(10.50, 2242.00)","(48.25, 2086.00)","(51.83, 2259.75)"
461.0,"(22.00, 2198.00)","(18.00, 2144.00)","(-37.00, 2202.00)","(-56.00, 2160.00)","(10.00, 2244.00)","(48.00, 2086.00)","(49.00, 2266.00)"
461.25,"(22.00, 2198.00)","(18.00, 2144.00)","(-36.50, 2202.00)","(-56.00, 2160.00)","(10.00, 2244.00)","(48.00, 2086.00)","(49.00, 2266.00)"
461.5,"(22.00, 2198.00)","(18.00, 2144.00)","(-36.00, 2202.00)","(-56.00, 2160.00)","(10.00, 2244.00)","(48.00, 2086.00)","(49.00, 2266.00)"
461.75,"(22.00, 2198.00)","(18.00, 2144.00)","(-35.50, 2202.00)","(-56.00, 2160.00)","(10.00, 2244.00)","(48.00, 2086.00)","(49.00, 2266.00)"
